,type,fact_check_url,news_url,title,newstitle,content,abstract,publish_date,meta_keywords
531,article,webmd.com,https://www.webmd.com/lung/news/20200501/tech-might-help-covid-patients-ventilators-cant,Tech Might Help COVID Patients Ventilators Can't,"""Tech Might Help COVID Patients Ventilators Can't""",friday may 1 2020 healthday news -- many people who are seriously ill with covid-19 end up on ventilators to help them breathe but sometimes even ventilators are n't enough. that 's when a device called ecmo may help. ecmo can do the work of the lungs and in some cases the heart. ecmo stands for extracorporeal membrane oxygenation. it 's a machine that oxygenates blood using a complex circuit of pumps tubes filters and monitors. someone on ecmo has to be monitored by a team of experts an. ,many people who are seriously ill with covid-19 end up on ventilators to help them breathe but sometimes even ventilators are n't enough .. ,,"""coronavirus, covid-19, ventilators, ecmo, lung health, respiratory infection, pandemic"""
532,article,webmd.com,https://www.webmd.com/lung/news/20200501/best-ways-to-help-kids-through-the-pandemic,Best Ways to Help Kids Through the Pandemic,"""Best Ways to Help Kids Through the Pandemic""",friday may 1 2020 healthday news -- they 're not at school. they miss their friends. and mom and dad look worried. lockdown during the coronavirus pandemic can take a toll on everyone especially kids. most children are aware of what 's going on at some level said dr. david schonfeld director of the national center for school crisis and bereavement at children 's hospital los angeles. even toddlers pick up on their parents anxiousness and changes in the family 's schedule. to help your chi. ,they 're not at school. they miss their friends. and mom and dad look worried. lockdown during the coronavirus pandemic can take a toll on everyone especially kids. ,,"""coronavirus, pandemic, kids, lockdown, parenting"""
533,article,webmd.com,https://www.webmd.com/lung/news/20200430/what-roles-do-children-play-in-spreading-covid-19,What Roles Do Children Play in Spreading COVID-19?,"""What Roles Do Children Play in Spreading COVID-19?""","april 30 2020 -- most children who catch covid-19 get few if any symptoms. they seem to shrug off fevers and coughs. out of more than 1,000 reported infections in china and singapore only one -- a 13-month old -- had a severe infection and no child under 9 died. although this is obviously good news it does nt mean that children are nt playing a major role in the global pandemic. they can still catch the virus and its likely that they are contagious for some time even if they feel fine. ","the typical school kid comes into contact with more people -- and in closer physical contact -- every day than the typical adult ,. ",,"""coronavirus, covid-19, kids, super spreaders, children's health"""
534,article,webmd.com,https://www.webmd.com/lung/news/20200430/covid-19-household-spread-how-likely,COVID-19 & Household Spread: How Likely?,"""COVID-19 & Household Spread: How Likely?""","april 30 2020 --""it was the one thing i was hoping would n't happen and now it has. those were the words of cnn anchor chris cuomo talking on air in mid april with his brother new york gov. andrew cuomo as he was quarantined at home with covid-19 and hoping he would n't spread it to the rest of his family. but he had his wife cristina tested positive and then their son mario,14 also contracted it. the parents have been cleared and are recovered and mario is recuperating. cuomo 's fea. ",more than 19 of people in the same household as a covid-19 patient or nearly 1 in 5 can expect to develop the infection .. ,,"""coronavirus, covid-19, patients, contagious, isolation, quarantine, family, roommates"""
535,article,webmd.com,https://www.webmd.com/lung/news/20200430/7-covid-19-models-reopening-states-early-will-increase-deaths,Models: Opening States Early Will Increase Deaths,"""Models: Opening States Early Will Increase Deaths""",april 29 2020 today in the world of coronavirus news deaths from the new coronavirus will increase in the u.s. in the next few weeks according to a cdc update based on seven different models. the jump in cases and deaths will depend on contact reduction through social distancing which means that reopening states could see an increase in deaths. the models try to predict changes at the national and state levels for the next 4 weeks. the models are based on covid-19 data demographics a. ,,,"""coronavirus, covid-19, pandemic, reopen, CDC, deaths, masks, social distancing"""
536,article,webmd.com,https://www.webmd.com/lung/news/20200430/cardiac-arrests-on-the-rise-during-covid-19-crisis,Cardiac Arrests On the Rise During COVID-19 Crisis,"""Cardiac Arrests On the Rise During COVID-19 Crisis""",thursday april 30 2020 healthday news -- stress placed on the heart by covid-19 a hesitancy by people to call 911 and even reluctance on the part of bystanders to perform cpr may be boosting rates of out of hospital cardiac arrest a new report finds. the data comes from four provinces in northern italy a region that was hit very hard and very early by the coronavirus pandemic. the researchers said that between feb. 21 and march 31 2020 there was a 58 jump in the number of cardiac ar. ,between feb. 21 and march 31 2020 there was a 58 jump in the number of cardiac arrests that occurred before victims could get to the hospital. ,,"""coronavirus, covid-19, heart attack, cardiac arrest, pandemic, public health, hospital overcrowding"""
537,article,webmd.com,https://www.webmd.com/lung/news/20200430/study-many-health-care-workers-lack-insurance,Study: Many Health Care Workers Lack Insurance,"""Study: Many Health Care Workers Lack Insurance""","thursday april 30 2020 healthday news -- the coronavirus pandemic has put a spotlight on the sacrifices of america 's health care workers yet many of them live in poverty and ca n't afford health insurance. a new study finds that more than 600,000 health care workers are poor and potentially without insurance or paid sick leave and up to 4 million have health problems that put them at risk of dying from covid-19. it 's nice that politicians want to label health care workers heroes and that. ","a new study finds that more than 600,000 health care workers are poor and potentially without insurance or paid sick leave and up to 4 million have health problems that put them at risk of dying from covid-19 .. ",,"""coronavirus, covid-19, health care, doctor, nurse, health insurance"""
538,article,webmd.com,https://www.webmd.com/lung/news/20200430/smokers-hospitalized-less-often-for-covid-19,Smokers Hospitalized Less Often for COVID-19,"""Smokers Hospitalized Less Often for COVID-19""",april 29 2020 today in the world of coronavirus news few of those hospitalized with the coronavirus are smokers and researchers are trying to understand why according to vice. one hypothesis is that nicotine which has anti inflammatory properties may interfere with the way that covid-19 causes an overreaction of the immune system. the hypothesis comes from konstantinos farsalinos a cardiologist in greece who focuses on tobacco use reduction. farsalinos noticed that few covid-19 patie. ,,,"""coronavirus, covid-19, pandemic, smoking, lungs, hospitalized"""
539,article,webmd.com,https://www.webmd.com/lung/news/20200430/diabetes-doc-who-turned-his-unit-to-covid-19-sees-end-in-sight,Diabetes Doc Who Turned His Unit to COVID-19 Sees End in Sight,"""Diabetes Doc Who Turned His Unit to COVID-19 Sees End in Sight""",what your doctor is reading on medscape.com april 28 2020 -- endocrinology units turned entirely over to patients with covid-19 when the pandemic struck the french capital could start returning to routine care soon says one expert from the front line. jean franois gautier md phd is professor of medicine and head of diabetes and endocrinology at lariboisire hospital in paris france. gautier transformed his unit into an inpatient unit dedicated to patients infected with the virus when. ,there is light at the end of the tunnel for one endocrinologist in paris who turned his unit over to patients with covid-19 at the height of the pandemic in the french capital .. ,,"""diabetes mellitus,Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,endocrinology, endocrine system,inpatient care,intensive care unit (icu), intensive care unit, icu, intensive care,pandemic,hospital (emergency services),diabetes mellitus type 1, diabetes mellitus type i, type 1 diabetes"""
540,article,webmd.com,https://www.webmd.com/lung/news/20200430/coronavirus-social-two-digital-tributes-and-a-celebration,Coronavirus Social: Two Digital Tributes and a Celebration,"""Coronavirus Social: Two Digital Tributes and a Celebration""",what your doctor is reading on medscape.com april 30 2020 -- the coronavirus may have ushered in the era of social distancing but in some ways it has brought the global medical community closer together even if it 's online rather than in person. this week there is a facebook tribute to healthcare workers universal sadness over a suicide and a virtual swearing in ceremony. every thursday evening buildings all across the world glow blue in a show of support for healthcare professionals a. ,here are some of the top trending covid-19 topics dominating the social media conversation among clinicians .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,digitalis toxicity,toxicology,depression,social media,suicide,physician suicide,seasonal affective disorder, SAD,grief reaction,New York"""
541,article,webmd.com,https://www.webmd.com/lung/news/20200430/orthopedic-surgeon-mayor-team-up-on-covid-19-response,"Orthopedic Surgeon, Mayor Team Up on COVID-19 Response","""Orthopedic Surgeon, Mayor Team Up on COVID-19 Response""","what your doctor is reading on medscape.com april 30 2020 -- in the heart of california 's central valley the city of atwater is shielding itself from the coronavirus pandemic. atwater is located on state route 99 in merced county about a 2-hour drive to the bay area and the state capitol of sacramento. on march 9 even though no one in the town of 30,000 had yet been diagnosed with covid-19 mayor paul creighton declared a state of emergency. the mayor said he felt moved to act after watc. ",alarmed by what he saw happening with the coronavirus pandemic the mayor of atwater california declared an emergency and appointed a surgeon to help .. ,,"""Coronavirus, 2019 Novel Coronavirus, 2019-nCoV, Wuhan coronavirus, Human coronavirus HKU1, Human coronavirus OC43, HCoV-OC43, Human coronavirus 229E, HCoV-229E ,pandemic,public health preparedness, emergency preparedness, disaster preparedness, bioterrorism preparedness, disaster planning"""
